date,age,visit_count,visit_7day_mean,baseline,baseline_lowerbound,baseline_upperbound,ed_count
2022-11-03,0-19,416,488.142857142857,652.342828656964,437.236969548644,867.448687765283,30
2022-11-04,0-19,507,488.857142857143,652.05689317126,436.998182765423,867.115603577097,30
2022-11-05,0-19,456,479.714285714286,651.77752163524,436.764878858225,866.790164412254,30
2022-11-06,0-19,457,467.428571428571,651.50484506066,436.537166456839,866.47252366448,30
2022-11-07,0-19,451,459.571428571429,651.238992481824,436.31515253934,866.162832424307,30
2022-11-08,0-19,428,449.142857142857,650.980090932797,436.098942414538,865.861239451056,30
2022-11-09,0-19,491,459.857142857143,650.728265425271,435.888639704962,865.567891145579,30
2022-11-10,0-19,486,469.0,650.483638927043,435.684346330368,865.282931523718,30
2022-11-11,0-19,515,469.571428571429,650.246332341127,435.486162491764,865.00650219049,30
2022-11-12,0-19,498,476.714285714286,650.016464485449,435.294186655929,864.738742314969,30
2022-11-13,0-19,487,481.571428571429,649.794152073149,435.108515540432,864.479788605866,30
2022-11-14,0-19,476,482.0,649.579509693457,434.92924409912,864.229775287794,30
2022-11-15,0-19,480,492.0,649.37264979313,434.756465508074,863.988834078187,30
2022-11-16,0-19,473,488.0,649.173682658458,434.590271152023,863.757094164893,30
2022-11-17,0-19,456,484.714285714286,648.982716397789,434.430750611188,863.53468218439,30
2022-11-18,0-19,492,480.571428571429,648.799856924609,434.277991648567,863.32172220065,30
2022-11-19,0-19,510,482.0,648.625207941122,434.132080197634,863.118335684611,30
2022-11-20,0-19,485,477.857142857143,648.458870922344,433.993100350435,862.924641494253,30
2022-11-21,0-19,494,485.857142857143,648.300945100677,433.861134346086,862.740755855268,30
2022-11-22,0-19,447,481.142857142857,648.151527450979,433.736262559647,862.566792342312,30
2022-11-23,0-19,511,480.571428571429,648.010712676096,433.618563491369,862.402861860822,30
2022-11-24,0-19,467,487.857142857143,647.878593192839,433.508113756295,862.249072629384,30
2022-11-25,0-19,551,496.571428571429,647.755259118424,433.404988074202,862.105530162645,30
2022-11-26,0-19,565,505.571428571429,647.640798257326,433.309259259891,861.972337254761,30
2022-11-27,0-19,560,513.285714285714,647.535296088569,433.220998213786,861.849593963351,30
2022-11-28,0-19,585,527.428571428571,647.438835753409,433.140273912851,861.737397593968,30
