date,visit_count,visit_7day_mean,baseline,baseline_lowerbound,baseline_upperbound,ed_count
2023-08-20,,,3781.13509923781,3192.70421436252,4369.56598411309,35
2023-08-21,,,3779.83864910651,3191.51173804812,4368.1655601649,35
2023-08-22,,,3778.51138771467,3190.29090239636,4366.73187303299,35
2023-08-23,,,3777.15384468214,3189.0421953726,4365.26549399167,35
2023-08-24,,,3775.76655875824,3187.76611335731,4363.76700415916,35
2023-08-25,,,3774.35007761411,3186.46316095292,4362.23699427531,35
2023-08-26,,,3772.90495763239,3185.13385078825,4360.67606447652,35
2023-08-27,,,3771.43176369431,3183.77870332067,4359.08482406795,35
2023-08-28,,,3769.93106896456,3182.39824663596,4357.46389129315,35
2023-08-29,,,3768.40345467372,3180.99301624615,4355.81389310128,35
2023-08-30,,,3766.8495098987,3179.5635548854,4354.13546491199,35
2023-08-31,,,3765.26983134106,3178.11041230398,4352.42925037814,35
2023-09-01,,,3763.66502310352,3176.63414506056,4350.69590114648,35
2023-09-02,,,3762.03569646466,3175.13531631289,4348.93607661643,35
2023-09-03,,,3760.382469652,3173.61449560695,4347.15044369706,35
2023-09-04,,,3758.70596761358,3172.07225866476,4345.3396765624,35
2023-09-05,,,3757.0068217881,3170.50918717089,4343.50445640531,35
2023-09-06,,,3755.28566987389,3168.92586855787,4341.64547118991,35
2023-09-07,,,3753.54315559662,3167.32289579054,4339.7634154027,35
2023-09-08,,,3751.77992847608,3165.70086714947,4337.85898980268,35
2023-09-09,,,3749.996643592,3164.06038601364,4335.93290117036,35
2023-09-10,,,3748.19396134915,3162.40206064237,4333.98586205594,35
2023-09-11,,,3746.37254724171,3160.7265039567,4332.01859052673,35
2023-09-12,,,3744.53307161716,3159.03433332034,4330.03180991398,35
2023-09-13,,,3742.67620943966,3157.32617032018,4328.02624855914,35
2023-09-14,,,3740.80264005326,3155.60264054667,4326.00263955985,35
2023-09-15,,,3738.91304694475,3153.86437337397,4323.96172051553,35
2023-09-16,,,3737.00811750654,3152.11200174011,4321.90423327298,35
2023-09-17,,,3735.08854279954,3150.3461619272,4319.83092367187,35
2023-09-18,,,3733.15501731611,3148.56749334188,4317.74254129034,35
2023-09-19,,,3731.2082387434,3146.77663829594,4315.63983919085,35
2023-09-20,,,3729.24890772686,3144.97424178742,4313.52357366629,35
2023-09-21,,,3727.27772763435,3143.16095128213,4311.39450398656,35
2023-09-22,,,3725.29540432074,3141.33741649574,4309.25339214574,35
2023-09-23,,,3723.30264589317,3139.50428917655,4307.10100260978,35
2023-09-24,,,3721.30016247708,3137.66222288906,4304.93810206509,35
2023-09-25,,,3719.28866598307,3135.81187279827,4302.76545916786,35
2023-09-26,,,3717.26886987473,3133.95389545503,4300.58384429443,35
2023-09-27,,,3715.24148893749,3132.08894858235,4298.39402929264,35
2023-09-28,,,3713.20723904862,3130.21769086285,4296.19678723438,35
2023-09-29,,,3711.16683694835,3128.34078172735,4293.99289216935,35
2023-09-30,,,3709.12100001247,3126.45888114478,4291.78311888016,35
