date,visit_count,visit_7day_mean,baseline,baseline_lowerbound,baseline_upperbound,ed_count
2023-07-12,,,3803.21600537239,3212.99438209605,4393.43762864873,35
2023-07-13,,,3803.41708478276,3213.18033037628,4393.65383918924,35
2023-07-14,,,3803.57562779303,3213.32713438957,4393.82412119649,35
2023-07-15,,,3803.69168659074,3213.43484109289,4393.9485320886,35
2023-07-16,,,3803.76532738645,3213.50351040176,4394.02714437114,35
2023-07-17,,,3803.79663038725,3213.53321516628,4394.06004560822,35
2023-07-18,,,3803.78568976444,3213.52404114165,4394.04733838724,35
2023-07-19,,,3803.73261361531,3213.4760869531,4393.98914027751,35
2023-07-20,,,3803.63752391901,3213.38946405552,4393.88558378251,35
2023-07-21,,,3803.50055648677,3213.26429668751,4393.73681628603,35
2023-07-22,,,3803.32186090611,3213.10072182011,4393.54299999211,35
2023-07-23,,,3803.10160047955,3212.89888910015,4393.30431185896,35
2023-07-24,,,3802.83995215742,3212.65896078821,4393.02094352664,35
2023-07-25,,,3802.53710646514,3212.38111169139,4392.69310123889,35
2023-07-26,,,3802.19326742484,3212.06552909078,4392.3210057589,35
2023-07-27,,,3801.80865247148,3211.71241266377,4391.90489227919,35
2023-07-28,,,3801.3834923634,3211.32197440119,4391.44501032562,35
2023-07-29,,,3800.91803108754,3210.89443851941,4390.94162365568,35
2023-07-30,,,3800.41252575919,3210.43004136743,4390.39501015095,35
2023-07-31,,,3799.86724651653,3209.92903132898,4389.80546170407,35
2023-08-01,,,3799.28247640987,3209.39166871978,4389.17328409995,35
2023-08-02,,,3798.65851128581,3208.81822567991,4388.49879689171,35
2023-08-03,,,3797.99565966627,3208.20898606155,4387.78233327098,35
2023-08-04,,,3797.29424262252,3207.56424531196,4387.02423993307,35
2023-08-05,,,3796.55459364435,3206.8843103519,4386.2248769368,35
2023-08-06,,,3795.7770585044,3206.16949944958,4385.38461755922,35
2023-08-07,,,3794.9619951177,3205.42014209014,4384.50384814525,35
2023-08-08,,,3794.10977339663,3204.63657884082,4383.58296795245,35
2023-08-09,,,3793.22077510136,3203.81916121188,4382.62238899084,35
2023-08-10,,,3792.29539368572,3202.96825151339,4381.62253585805,35
2023-08-11,,,3791.33403413886,3202.08422270795,4380.58384556976,35
2023-08-12,,,3790.33711282255,3201.1674582594,4379.50676738571,35
2023-08-13,,,3789.30505730445,3200.21835197776,4378.39176263114,35
2023-08-14,,,3788.23830618721,3199.23730786034,4377.23930451409,35
2023-08-15,,,3787.13730893378,3198.22473992923,4376.04987793833,35
2023-08-16,,,3786.00252568877,3197.18107206518,4374.82397931235,35
2023-08-17,,,3784.83442709623,3196.10673783811,4373.56211635435,35
2023-08-18,,,3783.63349411377,3195.00218033423,4372.26480789331,35
2023-08-19,,,3782.40021782319,3193.86785197992,4370.93258366646,35
