date,syndrome,visit_count,visit_7day_mean,baseline,baseline_lowerbound,baseline_upperbound,ed_count
2022-10-01,SARI,20,28.4285714285714,42.3196592847322,-8.8999815462955,93.5393001157598,29
2022-10-02,SARI,25,28.5714285714286,42.5793859259942,-8.79804438819719,93.9568162401856,29
2022-10-03,SARI,26,28.0,42.8423020964976,-8.69437549495331,94.3789796879486,29
2022-10-04,SARI,27,27.8571428571429,43.1083718113971,-8.58897614348796,94.8057197662822,29
2022-10-05,SARI,30,28.7142857142857,43.3775573529311,-8.48184861433938,95.2369633202016,29
2022-10-06,SARI,24,27.4285714285714,43.6498192327701,-8.37299622708765,95.672634692628,29
2022-10-07,SARI,29,25.8571428571429,43.9251161550307,-8.26242337557963,96.112655685641,29
2022-10-08,SARI,21,26.0,44.2034049800286,-8.15013556289437,96.5569455229515,29
2022-10-09,SARI,28,26.4285714285714,44.484640688849,-8.03613943599013,97.0054208136882,29
2022-10-10,SARI,41,28.5714285714286,44.7687763488107,-7.92044281997234,97.4579955175937,29
2022-10-11,SARI,34,29.5714285714286,45.0557630799029,-7.80305475192038,97.9145809117262,29
2022-10-12,SARI,28,29.2857142857143,45.3455500222769,-7.68398551420934,98.3750855587631,29
2022-10-13,SARI,30,30.1428571428571,45.6380843048739,-7.56324666726086,98.8394152770086,29
2022-10-14,SARI,39,31.5714285714286,45.9333110152721,-7.44085108165648,99.3074731122007,29
2022-10-15,SARI,30,32.8571428571429,46.2311731708386,-7.31681296954444,99.7791593112217,29
2022-10-16,SARI,24,32.2857142857143,46.5316116912703,-7.1911479152708,100.254371297811,29
2022-10-17,SARI,37,31.7142857142857,46.8345653726113,-7.06387290516312,100.733003650386,29
2022-10-18,SARI,34,31.7142857142857,47.1399708628325,-6.93500635639512,101.21494808206,29
2022-10-19,SARI,27,31.5714285714286,47.4477626390634,-6.8045681448587,101.700093422985,29
2022-10-20,SARI,30,31.5714285714286,47.7578729865604,-6.67257963196964,102.18832560509,29
2022-10-21,SARI,28,30.0,48.070231979504,-6.53906369033168,102.67952764934,29
2022-10-22,SARI,21,28.7142857142857,48.3847674637095,-6.40404472818435,103.173579655603,29
2022-10-23,SARI,22,28.4285714285714,48.7014050413425,-6.26754871255773,103.670358795243,29
2022-10-24,SARI,45,29.5714285714286,49.0200680577238,-6.12960319105891,104.169739306507,29
2022-10-25,SARI,32,29.2857142857143,49.3406775903142,-5.99023731221323,104.671592492842,29
2022-10-26,SARI,29,29.5714285714286,49.663152439963,-5.84948184428448,105.17578672421,29
2022-10-27,SARI,31,29.7142857142857,49.9874091245084,-5.70736919249776,105.682187441515,29
2022-10-28,SARI,34,30.5714285714286,50.3133618748111,-5.56393341458967,106.190657164212,29
2022-10-29,SARI,23,30.8571428571429,50.6409226333071,-5.41921023461079,106.701055501225,29
2022-10-30,SARI,26,31.4285714285714,50.9700010551596,-5.27323705490599,107.213239165225,29
2022-10-31,SARI,22,28.1428571428571,51.3005045120892,-5.12605296619988,107.727061990378,29
2022-11-01,SARI,31,28.0,51.6323380989607,-4.97769875571515,108.242374953637,29
2022-11-02,SARI,19,26.5714285714286,51.965404643201,-4.8282169132532,108.759026199655,29
2022-11-03,SARI,28,26.1428571428571,52.2996047171207,-4.67765163516851,109.27686106941,29
2022-11-04,SARI,39,26.8571428571429,52.6348366532086,-4.52604882616964,109.795722132587,29
2022-11-05,SARI,29,27.7142857142857,52.970996562466,-4.37345609888166,110.315449223814,29
2022-11-06,SARI,36,29.1428571428571,53.3079783558431,-4.21992277110799,110.835879482794,29
2022-11-07,SARI,32,30.5714285714286,53.6456737688381,-4.06549986073144,111.356847398408,29
2022-11-08,SARI,42,32.1428571428571,53.9839723893125,-3.91024007819688,111.878184856822,29
2022-11-09,SARI,36,34.5714285714286,54.3227616885766,-3.75419781652203,112.399721193675,29
2022-11-10,SARI,33,35.2857142857143,54.6619270557891,-3.59742913878499,112.921283250363,29
2022-11-11,SARI,26,33.4285714285714,55.0013518357154,-3.4399917630412,113.442695434472,29
2022-11-12,SARI,30,33.5714285714286,55.340917369881,-3.28194504462605,113.963779784388,29
2022-11-13,SARI,31,32.8571428571429,55.6805030411519,-3.12334995580357,114.484356038107,29
2022-11-14,SARI,47,35.0,56.019986321769,-2.96426906272535,115.004241706263,29
2022-11-15,SARI,37,34.2857142857143,56.3592428248581,-2.80476649966846,115.523252149385,29
