date,triage,visit_count,visit_7day_mean,baseline,baseline_lowerbound,baseline_upperbound,ed_count
2023-04-15,1,,,49.2012210993612,-14.7547192295342,113.157161428257,33
2023-04-16,1,,,49.1905979420332,-14.7584520556983,113.139647939765,33
2023-04-17,1,,,49.1802446720733,-14.7620900601504,113.122579404297,33
2023-04-18,1,,,49.1701625854291,-14.7656328406228,113.105958011481,33
2023-04-19,1,,,49.16035290162,-14.7690800204785,113.089785823719,33
2023-04-20,1,,,49.1508167634801,-14.7724312487552,113.074064775715,33
2023-04-21,1,,,49.14155523692,-14.7756862002046,113.058796674045,33
2023-04-22,1,,,49.1325693107056,-14.7788445753282,113.043983196739,33
2023-04-23,1,,,49.1238598962554,-14.7819061004073,113.029625892918,33
2023-04-24,1,,,49.1154278274555,-14.7848705275296,113.015726182441,33
2023-04-25,1,,,49.1072738604926,-14.7877376346111,113.002285355596,33
2023-04-26,1,,,49.0993986737045,-14.7905072254145,112.989304572824,33
2023-04-27,1,,,49.091802867449,-14.7931791295618,112.97678486446,33
2023-04-28,1,,,49.0844869639898,-14.7957532025444,112.964727130524,33
2023-04-29,1,,,49.0774514074012,-14.798229325728,112.95313214053,33
2023-04-30,1,,,49.0706965634898,-14.8006074063536,112.942000533333,33
2023-05-01,1,,,49.0642227197341,-14.8028873775348,112.931332817003,33
2023-05-02,1,,,49.0580300852416,-14.8050691982504,112.921129368734,33
2023-05-03,1,,,49.0521187907247,-14.8071528533332,112.911390434783,33
2023-05-04,1,,,49.0464888884927,-14.809138353455,112.90211613044,33
2023-05-05,1,,,49.0411403524623,-14.8110257351071,112.893306440032,33
2023-05-06,1,,,49.0360730781862,-14.8128150605775,112.88496121695,33
2023-05-07,1,,,49.0312868828984,-14.814506417923,112.87708018372,33
2023-05-08,1,,,49.0267815055777,-14.8160999209384,112.869662932094,33
2023-05-09,1,,,49.0225566070283,-14.8175957091212,112.862708923178,33
2023-05-10,1,,,49.0186117699791,-14.8189939476322,112.85621748759,33
2023-05-11,1,,,49.0149464991992,-14.8202948272524,112.850187825651,33
2023-05-12,1,,,49.0115602216319,-14.8214985643357,112.8446190076,33
